ticker,period,date,premium_discount_pct
RSP,q1,2026-02-25,0.028652
RSP,q1,2026-02-26,-0.005032
RSP,q1,2026-02-27,-0.007521
RSP,q1,2026-02-28,-0.007521
RSP,q1,2026-03-01,-0.007521
RSP,q1,2026-03-02,-0.017968
RSP,q1,2026-03-03,0.002612
RSP,q1,2026-03-04,-0.024597
RSP,q1,2026-03-05,-0.030052
RSP,q1,2026-03-06,-0.012067
RSP,q1,2026-03-07,-0.012067
RSP,q1,2026-03-08,-0.012067
RSP,q1,2026-03-09,-0.015821
RSP,q1,2026-03-10,0.017959
RSP,q1,2026-03-11,-0.002911
RSP,q1,2026-03-12,-0.025794
RSP,q1,2026-03-13,0.00627
RSP,q1,2026-03-14,0.00627
RSP,q1,2026-03-15,0.00627
RSP,q1,2026-03-16,0.004394
RSP,q1,2026-03-17,0.020303
RSP,q1,2026-03-18,0.013883
RSP,q1,2026-03-19,-0.000378
RSP,q1,2026-03-20,0.034637
RSP,q1,2026-03-21,0.034637
RSP,q1,2026-03-22,0.034637
RSP,q1,2026-03-23,0.004745
RSP,q1,2026-03-24,0.0166
RSP,q1,2026-03-25,0.030208
RSP,q1,2026-03-26,-0.00036
RSP,q1,2026-03-27,-0.033781
RSP,q1,2026-03-28,-0.033781
RSP,q1,2026-03-29,-0.033781
RSP,q1,2026-03-30,0.032506
RSP,q1,2026-03-31,-0.017722
RSP,q2,2026-04-01,0.013273
RSP,q2,2026-04-02,-0.00875
RSP,q2,2026-04-03,-0.00875
RSP,q2,2026-04-04,-0.00875
RSP,q2,2026-04-05,-0.00875
RSP,q2,2026-04-06,0.006271
RSP,q2,2026-04-07,0.011388
RSP,q2,2026-04-08,0.010103
RSP,q2,2026-04-09,-0.022246
RSP,q2,2026-04-10,0.007645
RSP,q2,2026-04-11,0.007645
RSP,q2,2026-04-12,0.007645
RSP,q2,2026-04-13,-0.033997
RSP,q2,2026-04-14,-0.010208
RSP,q2,2026-04-15,-0.008888
RSP,q2,2026-04-16,0.000343
RSP,q2,2026-04-17,-0.006281
RSP,q2,2026-04-18,-0.006281
RSP,q2,2026-04-19,-0.006281
RSP,q2,2026-04-20,0.016622
RSP,q2,2026-04-21,0.00796
RSP,q2,2026-04-22,-0.023886
RSP,q2,2026-04-23,-0.003097
RSP,q2,2026-04-24,-0.019383
RSP,q2,2026-04-25,-0.019383
RSP,q2,2026-04-26,-0.019383
RSP,q2,2026-04-27,0.03069
RSP,q2,2026-04-28,0.000695
RSP,q2,2026-04-29,0.013726
RSP,q2,2026-04-30,-0.005691
RSP,q2,2026-05-01,0.010657
RSP,q2,2026-05-02,0.010657
RSP,q2,2026-05-03,0.010657
RSP,q2,2026-05-04,0.02481
RSP,q2,2026-05-05,0.015932
RSP,q2,2026-05-06,-0.034141
RSP,q2,2026-05-07,0.00387
RSP,q2,2026-05-08,-0.00904
RSP,q2,2026-05-09,-0.00904
RSP,q2,2026-05-10,-0.00904
RSP,q2,2026-05-11,0.00785
RSP,q2,2026-05-12,0.012802
RSP,q2,2026-05-13,0.004496
RSP,q2,2026-05-14,0.005901
RSP,q2,2026-05-15,0.025931
RSP,q2,2026-05-16,0.025931
RSP,q2,2026-05-17,0.025931
RSP,q2,2026-05-18,0.031298
RSP,q2,2026-05-19,0.046431
RSP,q2,2026-05-20,-0.007249
RSP,q2,2026-05-21,-0.011213
RSP,q2,2026-05-22,0.014393
RSP,q2,2026-05-23,0.014393
RSP,q2,2026-05-24,0.014393
RSP,q2,2026-05-25,0.014393
RSP,q2,2026-05-26,0.030321
RSP,q2,2026-05-27,0.021275
RSP,q2,2026-05-28,0.016369
RSP,q2,2026-05-29,0.023504
RSP,q2,2026-05-30,0.023504
RSP,q2,2026-05-31,0.023504
RSP,q2,2026-06-01,0.006857
RSP,q2,2026-06-02,0.018869
RSP,q2,2026-06-03,0.045892
RSP,q2,2026-06-04,0.027568
RSP,q2,2026-06-05,0.038954
RSP,q2,2026-06-06,0.038954
RSP,q2,2026-06-07,0.038954
RSP,q2,2026-06-08,0.004727
RSP,q2,2026-06-09,-0.016768
RSP,q2,2026-06-10,0.004078
RSP,q2,2026-06-11,-0.019673
RSP,q2,2026-06-12,-0.02275
RSP,q2,2026-06-13,-0.02275
RSP,q2,2026-06-14,-0.02275
RSP,q2,2026-06-15,0.031317
RSP,q2,2026-06-16,0.01852
RSP,q2,2026-06-17,0.012811
RSP,q2,2026-06-18,-0.061621
RSP,q2,2026-06-19,-0.061621
RSP,q2,2026-06-20,-0.061621
RSP,q2,2026-06-21,-0.061621
RSP,q2,2026-06-22,-0.003923
RSP,q2,2026-06-23,0.004174
RSP,q2,2026-06-24,0.014608
RSP,q2,2026-06-25,0.03362
RSP,q2,2026-06-26,-0.096938
RSP,q2,2026-06-27,-0.096938
RSP,q2,2026-06-28,-0.096938
RSP,q2,2026-06-29,-0.001088
RSP,q2,2026-06-30,-0.041574
RZV,previousYear,2025-01-01,-0.011383
RZV,previousYear,2025-01-02,-0.005473
RZV,previousYear,2025-01-03,-0.005527
RZV,previousYear,2025-01-04,-0.005527
RZV,previousYear,2025-01-05,-0.005527
RZV,previousYear,2025-01-06,0.015581
RZV,previousYear,2025-01-07,-0.030708
RZV,previousYear,2025-01-08,-0.010585
RZV,previousYear,2025-01-09,-0.010585
RZV,previousYear,2025-01-10,0.006384
RZV,previousYear,2025-01-11,0.006384
RZV,previousYear,2025-01-12,0.006384
RZV,previousYear,2025-01-13,-0.023233
RZV,previousYear,2025-01-14,-0.024081
RZV,previousYear,2025-01-15,0.020527
RZV,previousYear,2025-01-16,0.011252
RZV,previousYear,2025-01-17,-0.026668
RZV,previousYear,2025-01-18,-0.026668
RZV,previousYear,2025-01-19,-0.026668
RZV,previousYear,2025-01-20,-0.026668
RZV,previousYear,2025-01-21,-0.017878
RZV,previousYear,2025-01-22,0.02789
RZV,previousYear,2025-01-23,0.021352
RZV,previousYear,2025-01-24,0.012559
RZV,previousYear,2025-01-25,0.012559
RZV,previousYear,2025-01-26,0.012559
RZV,previousYear,2025-01-27,0.015266
RZV,previousYear,2025-01-28,4.8e-05
RZV,previousYear,2025-01-29,0.004788
RZV,previousYear,2025-01-30,0.048002
RZV,previousYear,2025-01-31,-0.107643
RZV,previousYear,2025-02-01,-0.107643
RZV,previousYear,2025-02-02,-0.107643
RZV,previousYear,2025-02-03,0.010526
RZV,previousYear,2025-02-04,-0.000746
RZV,previousYear,2025-02-05,-0.008323
RZV,previousYear,2025-02-06,-0.006684
RZV,previousYear,2025-02-07,-0.024637
RZV,previousYear,2025-02-08,-0.024637
RZV,previousYear,2025-02-09,-0.024637
RZV,previousYear,2025-02-10,0.153352
RZV,previousYear,2025-02-11,0.020905
RZV,previousYear,2025-02-12,0.081944
RZV,previousYear,2025-02-13,-0.013178
RZV,previousYear,2025-02-14,-0.028072
RZV,previousYear,2025-02-15,-0.028072
RZV,previousYear,2025-02-16,-0.028072
RZV,previousYear,2025-02-17,-0.028072
RZV,previousYear,2025-02-18,0.005624
RZV,previousYear,2025-02-19,0.084432
RZV,previousYear,2025-02-20,0.056336
RZV,previousYear,2025-02-21,-0.009333
RZV,previousYear,2025-02-22,-0.009333
RZV,previousYear,2025-02-23,-0.009333
RZV,previousYear,2025-02-24,0.07788
RZV,previousYear,2025-02-25,0.055982
RZV,previousYear,2025-02-26,-0.03959
RZV,previousYear,2025-02-27,0.031339
RZV,previousYear,2025-02-28,-0.044809
RZV,previousYear,2025-03-01,-0.044809
RZV,previousYear,2025-03-02,-0.044809
RZV,previousYear,2025-03-03,0.013815
RZV,previousYear,2025-03-04,0.196981
RZV,previousYear,2025-03-05,0.069917
RZV,previousYear,2025-03-06,-0.049286
RZV,previousYear,2025-03-07,-0.001139
RZV,previousYear,2025-03-08,-0.001139
RZV,previousYear,2025-03-09,-0.001139
RZV,previousYear,2025-03-10,0.102252
RZV,previousYear,2025-03-11,-0.001613
RZV,previousYear,2025-03-12,0.01396
RZV,previousYear,2025-03-13,-0.033471
RZV,previousYear,2025-03-14,0.001673
RZV,previousYear,2025-03-15,0.001673
RZV,previousYear,2025-03-16,0.001673
RZV,previousYear,2025-03-17,0.011748
RZV,previousYear,2025-03-18,0.001843
RZV,previousYear,2025-03-19,0.013541
RZV,previousYear,2025-03-20,0.018208
RZV,previousYear,2025-03-21,-0.013091
RZV,previousYear,2025-03-22,-0.013091
RZV,previousYear,2025-03-23,-0.013091
RZV,previousYear,2025-03-24,-0.005186
RZV,previousYear,2025-03-25,0.070913
RZV,previousYear,2025-03-26,0.008206
RZV,previousYear,2025-03-27,0.042342
RZV,previousYear,2025-03-28,-0.009902
RZV,previousYear,2025-03-29,-0.009902
RZV,previousYear,2025-03-30,-0.009902
RZV,previousYear,2025-03-31,0.019447
RZV,previousYear,2025-04-01,-0.197348
RZV,previousYear,2025-04-02,-0.003942
RZV,previousYear,2025-04-03,0.034422
RZV,previousYear,2025-04-04,-0.00704
RZV,previousYear,2025-04-05,-0.00704
RZV,previousYear,2025-04-06,-0.00704
RZV,previousYear,2025-04-07,-0.009441
RZV,previousYear,2025-04-08,0.055262
RZV,previousYear,2025-04-09,-0.036797
RZV,previousYear,2025-04-10,0.011395
RZV,previousYear,2025-04-11,-0.0448
RZV,previousYear,2025-04-12,-0.0448
RZV,previousYear,2025-04-13,-0.0448
RZV,previousYear,2025-04-14,0.04121
RZV,previousYear,2025-04-15,0.014069
RZV,previousYear,2025-04-16,0.047561
RZV,previousYear,2025-04-17,0.001539
RZV,previousYear,2025-04-18,0.001539
RZV,previousYear,2025-04-19,0.001539
RZV,previousYear,2025-04-20,0.001539
RZV,previousYear,2025-04-21,0.125262
RZV,previousYear,2025-04-22,0.017939
RZV,previousYear,2025-04-23,-0.053857
RZV,previousYear,2025-04-24,0.040716
RZV,previousYear,2025-04-25,0.005252
RZV,previousYear,2025-04-26,0.005252
RZV,previousYear,2025-04-27,0.005252
